match_id,season,date,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_type,win_margin,player_of_match,city
552,2017,2017-03-13,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,field,205,160,Sunrisers Hyderabad,runs,45,David Warner,Hyderabad
553,2017,2017-04-21,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,field,187,142,Delhi Capitals,runs,45,Sanju Samson,Delhi
554,2017,2017-04-21,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Delhi Capitals,field,179,141,Chennai Super Kings,runs,38,Ruturaj Gaikwad,Chennai
555,2017,2017-04-15,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,field,156,201,Kolkata Knight Riders,runs,45,Andre Russell,Hyderabad
556,2017,2017-02-21,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Mumbai Indians,bat,164,167,Mumbai Indians,runs,3,Hardik Pandya,Kolkata
557,2017,2017-04-25,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,183,172,Chennai Super Kings,wickets,2,Ruturaj Gaikwad,Chennai
558,2017,2017-01-14,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,170,170,Delhi Capitals,wickets,1,Rishabh Pant,Kolkata
559,2017,2017-02-18,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,211,161,Royal Challengers Bangalore,runs,50,Virat Kohli,Bangalore
560,2017,2017-01-16,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Delhi Capitals,field,171,184,Delhi Capitals,runs,13,Shikhar Dhawan,Bangalore
561,2017,2017-04-29,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,187,186,Punjab Kings,runs,1,KL Rahul,Mohali
562,2017,2017-04-29,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,179,140,Royal Challengers Bangalore,wickets,3,Faf du Plessis,Bangalore
563,2017,2017-01-16,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,197,140,Chennai Super Kings,runs,57,MS Dhoni,Chennai
564,2017,2017-04-29,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,173,147,Rajasthan Royals,runs,26,Chris Gayle,Jaipur
565,2017,2017-05-10,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,166,169,Rajasthan Royals,wickets,3,Ishan Kishan,Mumbai
566,2017,2017-02-25,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,173,171,Rajasthan Royals,runs,2,Sanju Samson,Jaipur
567,2017,2017-04-17,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,197,172,Rajasthan Royals,runs,25,Faf du Plessis,Jaipur
568,2017,2017-01-28,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,field,163,182,Royal Challengers Bangalore,runs,19,Virat Kohli,Chennai
569,2017,2017-04-21,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,189,138,Chennai Super Kings,runs,51,Shikhar Dhawan,Chennai
570,2017,2017-04-28,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,178,177,Chennai Super Kings,wickets,5,Ruturaj Gaikwad,Chennai
571,2017,2017-05-27,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Delhi Capitals,field,162,190,Delhi Capitals,wickets,4,Shikhar Dhawan,Hyderabad
572,2017,2017-05-21,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,field,165,165,Chennai Super Kings,wickets,5,KL Rahul,Mohali
573,2017,2017-02-24,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,164,163,Rajasthan Royals,runs,1,Sanju Samson,Jaipur
574,2017,2017-05-29,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,148,134,Royal Challengers Bangalore,wickets,6,Quinton de Kock,Bangalore
575,2017,2017-01-14,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,196,146,Mumbai Indians,runs,50,Ruturaj Gaikwad,Mumbai
576,2017,2017-02-21,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,bat,150,119,Punjab Kings,runs,31,Rishabh Pant,Mohali
577,2017,2017-05-19,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,156,136,Chennai Super Kings,wickets,7,Ruturaj Gaikwad,Chennai
578,2017,2017-02-26,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,197,183,Mumbai Indians,wickets,8,Rohit Sharma,Mumbai
579,2017,2017-02-11,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,155,208,Chennai Super Kings,runs,53,Ruturaj Gaikwad,Delhi
580,2017,2017-04-21,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,185,156,Sunrisers Hyderabad,runs,29,Suresh Raina,Hyderabad
581,2017,2017-01-27,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,123,208,Kolkata Knight Riders,runs,85,Andre Russell,Jaipur
582,2017,2017-02-24,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,142,130,Delhi Capitals,wickets,4,Rishabh Pant,Delhi
583,2017,2017-05-13,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,186,211,Delhi Capitals,runs,25,Sanju Samson,Jaipur
584,2017,2017-03-27,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Delhi Capitals,field,192,174,Chennai Super Kings,runs,18,Ruturaj Gaikwad,Chennai
585,2017,2017-04-24,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,178,180,Sunrisers Hyderabad,wickets,4,Shikhar Dhawan,Delhi
586,2017,2017-02-17,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,181,168,Mumbai Indians,runs,13,Ishan Kishan,Mumbai
587,2017,2017-02-19,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,field,169,161,Sunrisers Hyderabad,runs,8,Gautam Gambhir,Hyderabad
588,2017,2017-03-21,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,bat,154,157,Kolkata Knight Riders,runs,3,Gautam Gambhir,Chennai
589,2017,2017-02-17,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,137,161,Delhi Capitals,runs,24,Gautam Gambhir,Kolkata
590,2017,2017-02-29,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat,150,140,Kolkata Knight Riders,runs,10,Jos Buttler,Kolkata
591,2017,2017-05-10,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,171,190,Chennai Super Kings,runs,19,Ruturaj Gaikwad,Hyderabad
592,2017,2017-03-25,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,184,131,Mumbai Indians,wickets,8,Ishan Kishan,Mumbai
593,2017,2017-02-11,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,150,181,Rajasthan Royals,runs,31,Sanju Samson,Bangalore
594,2017,2017-04-13,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,150,158,Kolkata Knight Riders,wickets,7,Jos Buttler,Jaipur
595,2017,2017-05-13,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,177,143,Punjab Kings,runs,34,Chris Gayle,Mohali
596,2017,2017-04-29,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Royal Challengers Bangalore,bat,169,136,Sunrisers Hyderabad,wickets,4,David Warner,Hyderabad
597,2017,2017-03-21,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,157,169,Royal Challengers Bangalore,wickets,4,Faf du Plessis,Hyderabad
598,2017,2017-02-13,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,bat,139,171,Royal Challengers Bangalore,runs,32,Sanju Samson,Jaipur
599,2017,2017-02-14,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,167,174,Rajasthan Royals,wickets,7,Rishabh Pant,Delhi
600,2017,2017-05-27,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,172,190,Rajasthan Royals,wickets,8,Chris Gayle,Mohali
601,2018,2018-01-22,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,170,154,Sunrisers Hyderabad,wickets,9,Sanju Samson,Hyderabad
602,2018,2018-04-30,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,170,173,Sunrisers Hyderabad,runs,3,Suresh Raina,Chennai
603,2018,2018-05-18,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,168,163,Chennai Super Kings,wickets,6,Shreyas Iyer,Chennai
604,2018,2018-05-30,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,bat,155,149,Sunrisers Hyderabad,wickets,4,Quinton de Kock,Hyderabad
605,2018,2018-04-12,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,field,142,197,Rajasthan Royals,wickets,9,Jos Buttler,Bangalore
606,2018,2018-03-23,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,145,149,Delhi Capitals,runs,4,Rishabh Pant,Jaipur
607,2018,2018-02-20,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,155,180,Punjab Kings,runs,25,Jos Buttler,Jaipur
608,2018,2018-04-21,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,162,187,Punjab Kings,wickets,7,KL Rahul,Hyderabad
609,2018,2018-02-18,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,155,168,Kolkata Knight Riders,runs,13,Andre Russell,Mohali
610,2018,2018-01-25,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,152,205,Punjab Kings,runs,53,MS Dhoni,Chennai
611,2018,2018-03-29,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,field,146,169,Punjab Kings,runs,23,Rohit Sharma,Mumbai
612,2018,2018-03-24,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,179,171,Royal Challengers Bangalore,runs,8,Rohit Sharma,Bangalore
613,2018,2018-03-20,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,164,160,Royal Challengers Bangalore,runs,4,Ruturaj Gaikwad,Bangalore
614,2018,2018-02-28,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,168,160,Punjab Kings,wickets,3,Shreyas Iyer,Mohali
615,2018,2018-05-17,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,field,185,207,Sunrisers Hyderabad,wickets,6,KL Rahul,Mohali
616,2018,2018-03-10,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,157,135,Chennai Super Kings,wickets,5,Suresh Raina,Chennai
617,2018,2018-01-25,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,166,214,Delhi Capitals,wickets,8,Ishan Kishan,Mumbai
618,2018,2018-05-21,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,153,195,Royal Challengers Bangalore,wickets,4,Virat Kohli,Mohali
619,2018,2018-04-22,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,198,151,Kolkata Knight Riders,runs,47,Andre Russell,Kolkata
620,2018,2018-05-18,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,178,195,Royal Challengers Bangalore,runs,17,Gautam Gambhir,Kolkata
621,2018,2018-02-14,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,161,158,Delhi Capitals,runs,3,David Warner,Delhi
622,2018,2018-05-25,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,field,157,142,Delhi Capitals,wickets,5,Quinton de Kock,Delhi
623,2018,2018-01-15,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,156,138,Kolkata Knight Riders,runs,18,Gautam Gambhir,Kolkata
624,2018,2018-01-14,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,bat,168,147,Chennai Super Kings,wickets,1,MS Dhoni,Chennai
625,2018,2018-04-21,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,172,131,Mumbai Indians,wickets,5,Shreyas Iyer,Mumbai
626,2018,2018-01-18,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,173,179,Sunrisers Hyderabad,runs,6,David Warner,Mohali
627,2018,2018-04-10,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,bat,132,170,Mumbai Indians,runs,38,Jos Buttler,Jaipur
628,2018,2018-02-24,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,190,138,Chennai Super Kings,wickets,4,MS Dhoni,Chennai
629,2018,2018-02-30,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,198,171,Chennai Super Kings,wickets,5,Shikhar Dhawan,Chennai
630,2018,2018-03-11,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,155,161,Sunrisers Hyderabad,wickets,5,David Warner,Mumbai
631,2018,2018-02-18,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,178,164,Kolkata Knight Riders,wickets,6,Rohit Sharma,Kolkata
632,2018,2018-04-29,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,177,144,Chennai Super Kings,runs,33,Shreyas Iyer,Chennai
633,2018,2018-01-29,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,171,134,Royal Challengers Bangalore,runs,37,Chris Gayle,Bangalore
634,2018,2018-05-13,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,165,144,Sunrisers Hyderabad,wickets,3,Sanju Samson,Hyderabad
635,2018,2018-02-10,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,154,187,Kolkata Knight Riders,wickets,8,Shreyas Iyer,Bangalore
636,2018,2018-04-27,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,187,175,Rajasthan Royals,runs,12,Jos Buttler,Jaipur
637,2018,2018-03-24,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,bat,148,156,Punjab Kings,runs,8,Rishabh Pant,Delhi
638,2018,2018-03-18,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,189,165,Delhi Capitals,runs,24,Sanju Samson,Delhi
639,2018,2018-05-21,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,209,170,Sunrisers Hyderabad,wickets,3,David Warner,Hyderabad
640,2018,2018-04-27,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,171,156,Kolkata Knight Riders,wickets,4,Gautam Gambhir,Kolkata
641,2018,2018-01-26,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Delhi Capitals,field,170,159,Royal Challengers Bangalore,wickets,6,Virat Kohli,Bangalore
642,2018,2018-01-25,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,180,182,Mumbai Indians,runs,2,MS Dhoni,Chennai
643,2018,2018-05-28,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,153,136,Kolkata Knight Riders,wickets,8,Quinton de Kock,Kolkata
644,2018,2018-02-30,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Mumbai Indians,bat,134,173,Mumbai Indians,runs,39,Rohit Sharma,Delhi
645,2018,2018-05-23,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,148,119,Punjab Kings,runs,29,Jos Buttler,Mohali
646,2018,2018-01-19,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,174,212,Rajasthan Royals,wickets,9,David Warner,Hyderabad
647,2018,2018-04-16,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,167,179,Punjab Kings,runs,12,Ruturaj Gaikwad,Chennai
648,2018,2018-05-23,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,169,161,Kolkata Knight Riders,runs,8,Shreyas Iyer,Kolkata
649,2018,2018-02-15,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,184,157,Chennai Super Kings,wickets,7,MS Dhoni,Chennai
650,2018,2018-03-20,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,172,169,Rajasthan Royals,runs,3,Sanju Samson,Jaipur
651,2018,2018-02-28,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Rajasthan Royals,field,155,182,Rajasthan Royals,wickets,6,Sanju Samson,Hyderabad
652,2018,2018-01-11,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,164,147,Kolkata Knight Riders,wickets,8,Gautam Gambhir,Kolkata
653,2018,2018-01-19,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,177,145,Delhi Capitals,runs,32,Rishabh Pant,Delhi
654,2018,2018-05-28,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,bat,168,162,Kolkata Knight Riders,wickets,9,Shreyas Iyer,Kolkata
655,2018,2018-03-21,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,187,172,Royal Challengers Bangalore,wickets,3,Rohit Sharma,Bangalore
656,2018,2018-04-28,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,field,167,179,Chennai Super Kings,runs,12,Shreyas Iyer,Kolkata
657,2018,2018-04-28,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,193,174,Kolkata Knight Riders,wickets,8,Andre Russell,Kolkata
658,2018,2018-03-21,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Delhi Capitals,bat,168,136,Chennai Super Kings,wickets,2,MS Dhoni,Chennai
659,2018,2018-01-19,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,148,156,Kolkata Knight Riders,runs,8,Gautam Gambhir,Jaipur
660,2018,2018-01-22,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,field,157,159,Royal Challengers Bangalore,runs,2,Rohit Sharma,Mumbai
661,2019,2019-02-14,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,169,173,Rajasthan Royals,wickets,5,Sanju Samson,Mohali
662,2019,2019-04-18,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,166,172,Mumbai Indians,runs,6,Quinton de Kock,Hyderabad
663,2019,2019-04-27,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,169,123,Chennai Super Kings,runs,46,Suresh Raina,Chennai
664,2019,2019-05-26,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field,151,160,Punjab Kings,runs,9,Shreyas Iyer,Kolkata
665,2019,2019-05-12,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,146,174,Chennai Super Kings,wickets,6,Ruturaj Gaikwad,Kolkata
666,2019,2019-03-21,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,195,187,Chennai Super Kings,wickets,6,David Warner,Chennai
667,2019,2019-02-24,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,164,192,Rajasthan Royals,wickets,8,Ishan Kishan,Mumbai
668,2019,2019-01-13,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,170,156,Mumbai Indians,wickets,3,Quinton de Kock,Mumbai
669,2019,2019-01-19,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,156,156,Chennai Super Kings,runs,0,Suresh Raina,Mumbai
670,2019,2019-02-16,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,161,166,Kolkata Knight Riders,runs,5,Shreyas Iyer,Mohali
671,2019,2019-04-28,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,field,170,163,Delhi Capitals,runs,7,Shikhar Dhawan,Delhi
672,2019,2019-05-18,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,175,186,Royal Challengers Bangalore,wickets,4,Quinton de Kock,Mumbai
673,2019,2019-03-13,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,185,133,Mumbai Indians,wickets,5,Gautam Gambhir,Mumbai
674,2019,2019-01-20,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,bat,122,181,Royal Challengers Bangalore,wickets,9,Ishan Kishan,Mumbai
675,2019,2019-05-10,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,143,158,Rajasthan Royals,runs,15,Sanju Samson,Mohali
676,2019,2019-02-10,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,146,126,Mumbai Indians,wickets,7,Quinton de Kock,Mumbai
677,2019,2019-03-11,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,177,178,Punjab Kings,wickets,4,Chris Gayle,Hyderabad
678,2019,2019-03-22,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,157,111,Delhi Capitals,wickets,4,Rishabh Pant,Delhi
679,2019,2019-02-28,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,158,170,Mumbai Indians,runs,12,Hardik Pandya,Bangalore
680,2019,2019-02-16,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,field,141,166,Kolkata Knight Riders,wickets,8,Gautam Gambhir,Bangalore
681,2019,2019-04-14,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,167,174,Delhi Capitals,wickets,9,AB de Villiers,Bangalore
682,2019,2019-03-14,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,170,143,Royal Challengers Bangalore,runs,27,AB de Villiers,Bangalore
683,2019,2019-03-14,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,189,159,Mumbai Indians,wickets,5,Sanju Samson,Mumbai
684,2019,2019-05-29,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,167,144,Kolkata Knight Riders,runs,23,Shreyas Iyer,Kolkata
685,2019,2019-01-21,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,160,145,Delhi Capitals,runs,15,KL Rahul,Delhi
686,2019,2019-04-25,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,bat,164,197,Sunrisers Hyderabad,wickets,6,David Warner,Chennai
687,2019,2019-04-10,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,143,130,Punjab Kings,runs,13,MS Dhoni,Mohali
688,2019,2019-01-15,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,194,158,Delhi Capitals,runs,36,Rishabh Pant,Delhi
689,2019,2019-04-22,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,155,183,Rajasthan Royals,wickets,8,Chris Gayle,Mohali
